p01,p03,p05,p07,p09,p10,p12,p14,p15,p16,p17,p20,p21,p23,p24,p25,p27,p28,p29,p31,p32,p33,p35,p37,p38,p39,p40,p41,p42,p43,p44,p45,p47,p48,p49,p50,p53,p54,p55,p56,p57,p58,p59,p60,p61,p63,p64,p66,p67,p69,p70,p71,p72,p75,p77,p78,p79,p80,p81,p83,p85,p86,p87,p88,p89,p90,p91,p92,p95,p96,p97,p99,p100,p101,p102,p103,p105,p106,p108,p110,p111,p114,p115,p116,p119,p120,p121,p122,p123,p124,p126,p127,p128,p130,p131,p133,p134,p135,p136,p137,p138,p141,p144,p146,p148,p149,p150,class
0,0,77,254,0,224,126,254,0,0,0,0,0,0,0,0,254,6,0,0,179,0,0,249,40,254,0,0,0,0,0,0,0,0,177,0,164,0,0,0,0,0,0,0,0,0,0,209,23,131,140,0,0,0,0,0,0,0,217,40,254,0,154,0,108,95,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,254,0,254,0,0,50,254,0,0,0,0,0,0,68,9,254,0,0,3,0,0,254,0,154,0
0,0,231,0,0,0,252,237,0,0,0,0,0,0,0,0,69,0,0,0,27,0,0,252,252,252,252,0,0,0,0,0,0,0,0,0,252,0,65,0,0,0,101,0,0,0,219,0,67,0,0,0,0,0,0,0,3,0,252,0,13,0,0,0,252,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,253,0,0,0,252,0,252,122,0,0,0,0,0,0,0,0,0,252,0,0,126,0,0,252,0,23,1
0,0,116,0,0,80,253,253,0,0,0,0,0,0,0,0,253,62,0,0,253,0,0,253,117,253,52,0,0,0,0,0,0,0,116,0,7,0,0,0,0,0,206,0,0,0,253,0,251,0,2,0,0,0,0,0,8,0,253,0,170,0,0,0,228,253,0,241,0,0,0,0,0,0,0,0,0,0,0,0,154,12,253,253,0,253,0,31,215,161,0,0,0,0,0,48,0,0,253,0,0,0,0,0,253,157,253,0
0,0,253,252,51,252,63,253,0,0,0,0,0,0,252,0,252,167,0,0,0,0,0,252,233,252,0,0,0,0,0,0,0,0,0,236,0,0,0,112,0,0,0,0,0,0,253,252,191,113,0,18,0,0,0,0,19,0,233,238,252,205,234,0,48,252,0,100,0,0,0,0,0,0,233,0,0,0,0,0,0,176,0,118,0,234,253,0,0,252,53,0,0,0,38,252,116,13,253,0,0,0,0,0,252,57,0,0
0,0,253,252,222,252,0,231,16,0,0,0,0,0,252,0,71,0,0,0,0,0,0,119,252,252,32,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,253,252,252,0,0,0,0,0,0,0,0,0,35,252,220,0,253,0,212,179,0,217,0,0,0,0,0,0,211,0,0,232,109,0,0,0,35,108,0,253,253,0,0,0,154,0,0,0,0,65,56,0,252,10,0,0,0,0,200,252,0,0
0,0,253,252,0,233,253,76,0,0,0,0,74,0,0,0,252,252,0,0,0,0,0,98,252,252,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,31,0,0,0,0,0,38,0,33,0,0,0,0,245,0,197,0,169,0,0,0,0,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,252,0,197,0,0,0,252,0,0,0,0,0,243,66,0,0,0,0,0,0,0,197,227,252,0
0,0,253,0,0,0,253,253,0,0,0,0,0,0,0,63,0,7,0,0,122,0,0,238,253,253,60,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,249,0,253,21,253,0,0,0,0,0,0,0,0,0,11,0,166,0,0,0,97,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,253,0,228,0,254,0,0,0,0,0,0,0,153,0,0,253,0,0,0,0,0,132,253,253,1
0,0,251,105,0,251,253,251,0,0,0,0,225,0,0,0,220,255,0,0,253,0,0,253,230,251,107,0,0,0,0,142,0,0,251,0,253,0,0,0,0,0,0,46,0,0,253,251,0,0,0,0,0,0,0,0,251,0,251,217,251,0,251,0,37,253,0,35,0,0,11,0,0,0,0,0,0,0,0,0,0,0,251,251,0,251,0,251,21,216,0,0,0,0,0,35,0,130,251,0,0,110,0,0,253,0,251,0
0,0,226,0,0,0,0,10,0,0,0,0,0,0,192,0,0,0,24,0,0,0,0,0,22,0,197,0,0,0,0,0,0,0,0,3,77,0,0,40,0,0,0,0,0,0,0,194,55,0,39,0,0,0,0,0,0,0,0,255,6,204,252,142,198,0,0,0,0,0,0,198,0,0,5,0,0,0,0,0,0,0,0,36,0,0,0,14,0,0,0,0,0,0,0,182,0,252,15,0,0,20,0,0,0,0,163,0
0,0,0,253,36,157,0,217,0,0,0,0,64,0,0,0,234,175,0,0,0,0,0,216,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,154,0,0,0,0,0,0,0,0,191,0,135,253,0,0,208,0,0,231,0,253,0,0,253,0,0,0,0,0,0,0,0,0,85,159,0,70,0,0,99,0,212,253,0,0,0,0,0,55,0,253,30,0,0,0,0,0,0,126,0,0
0,0,254,32,252,57,0,252,253,0,0,0,0,0,252,0,252,252,0,0,0,0,0,252,252,252,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,9,0,0,0,0,187,0,254,93,0,0,0,0,0,253,0,234,0,0,160,0,0,0,215,0,0,153,253,0,0,0,13,0,0,253,252,0,57,208,0,0,0,0,0,253,38,251,123,0,0,0,0,0,253,253,0,0
0,0,253,253,183,253,253,253,3,0,0,0,0,0,131,226,15,32,0,0,174,0,0,227,253,0,205,0,0,0,0,0,0,0,253,0,106,0,7,0,0,0,0,0,0,0,253,253,253,0,253,0,0,0,0,0,0,0,106,253,253,0,253,0,253,253,0,253,0,0,0,63,0,0,50,0,0,228,91,0,0,0,253,253,0,0,253,42,0,15,33,0,0,0,0,253,106,0,253,76,0,0,0,0,248,253,253,0
0,0,21,222,170,32,0,243,3,0,0,0,35,0,107,0,252,228,0,0,0,0,0,252,0,116,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,252,0,253,0,0,0,0,0,0,221,0,252,253,147,0,252,0,0,247,0,252,0,0,19,0,0,0,22,0,0,138,45,0,0,50,0,45,0,252,252,0,234,253,37,0,0,0,0,252,252,181,118,78,0,0,0,0,253,252,0,0
0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,7,0,0,253,0,0,0,0,0,211,0,0,0,0,254,2,0,0,0,0,0,0,0,0,0,230,253,0,0,147,207,0,0,0,255,0,0,0,0,26,0,0,17,253,0,208,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,38,9,11,0,25,0,0,200,0,0,0,0,0,0,161,0,253,0,0,0,0,0,0,129,13,215,0
0,0,253,48,91,180,213,253,0,0,0,0,253,0,15,0,253,253,0,0,253,0,0,253,114,253,18,0,0,0,0,246,0,0,253,23,0,0,0,0,0,0,50,16,0,0,253,253,95,0,151,0,0,0,0,0,253,0,253,253,253,0,253,0,116,253,0,253,0,0,253,45,0,0,15,0,0,0,0,0,0,0,253,253,0,253,91,24,220,253,0,0,0,0,0,253,37,253,253,0,0,0,0,0,253,253,253,0
0,0,67,200,0,253,55,253,0,0,0,0,0,0,0,0,253,110,0,0,253,0,0,253,0,253,94,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,252,253,0,50,0,0,0,0,0,0,116,0,253,211,253,0,253,0,0,253,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,253,0,253,0,166,18,213,0,0,0,0,0,0,0,44,247,0,0,0,0,0,211,0,253,0
0,0,252,250,0,237,206,0,0,0,0,0,0,0,0,24,254,0,0,0,254,0,0,0,251,154,0,0,0,0,0,0,0,0,254,0,254,0,0,0,0,0,0,0,0,0,16,0,158,0,169,0,0,0,0,0,0,0,5,0,0,0,0,0,254,254,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,254,131,0,0,0,254,0,254,0,0,0,0,0,0,132,0,31,0,0,254,0,0,254,0,254,0
0,0,222,0,0,26,131,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,240,106,253,0,0,0,0,0,0,0,15,0,15,0,251,0,0,0,0,0,0,0,249,0,218,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,184,0,219,0,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,1
0,0,254,0,254,0,0,254,229,0,0,0,0,0,55,32,0,6,0,0,0,0,0,115,10,195,32,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,228,206,227,0,250,0,0,0,0,0,0,0,0,179,20,0,254,0,76,0,0,254,0,0,0,0,0,0,0,0,0,201,254,0,0,0,190,0,0,84,182,0,0,0,0,0,0,0,0,254,0,24,254,0,0,0,0,0,16,239,0,0
0,0,253,193,0,253,254,73,0,0,0,0,232,0,0,0,233,253,0,0,253,0,0,213,221,253,146,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,225,0,0,253,203,0,173,0,225,0,0,0,0,253,0,253,146,253,0,89,0,0,226,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,253,0,253,0,60,13,17,0,0,0,0,0,253,0,14,11,0,0,0,0,0,253,36,253,0
0,0,235,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,242,210,231,0,0,0,0,0,0,0,0,0,35,0,249,0,0,0,0,0,0,0,19,0,22,62,0,0,0,0,0,0,0,0,102,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,97,0,10,0,0,0,0,0,0,0,0,0,0,254,0,0,170,0,0,163,0,0,1
0,0,0,193,254,51,0,24,0,0,0,0,0,0,253,0,0,254,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,54,0,0,164,78,0,0,253,72,0,224,0,206,0,0,0,0,208,0,253,181,0,54,190,0,0,78,0,41,0,0,229,0,0,0,210,0,0,0,0,0,0,132,0,246,0,5,154,0,253,0,19,0,0,0,9,0,0,253,0,0,0,0,0,0,253,0,31,0
0,0,0,254,0,108,23,0,0,0,0,0,0,0,0,254,249,0,0,0,254,0,0,0,0,0,112,0,0,0,0,0,0,0,174,0,158,0,51,0,0,0,0,0,0,0,151,0,255,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,153,254,0,51,0,0,0,227,0,0,0,0,0,0,0,0,0,0,254,75,0,0,0,211,0,254,8,0,0,0,0,0,186,0,0,0,0,254,0,0,82,0,248,0
0,0,0,0,176,51,0,113,0,0,0,0,223,0,115,0,252,252,0,0,31,0,0,246,0,236,0,0,0,0,0,0,86,0,0,252,0,0,0,0,0,10,0,253,0,0,253,55,50,0,0,252,0,0,0,0,252,0,252,253,0,13,55,0,0,252,0,252,0,0,252,0,0,0,28,0,0,0,0,0,0,0,0,252,0,197,222,0,0,84,0,0,0,0,0,0,0,253,89,0,0,0,113,0,252,221,177,0
0,0,252,252,0,252,252,35,0,0,0,0,0,0,0,0,252,0,0,0,221,0,0,84,252,253,76,0,0,0,0,0,0,0,83,0,252,0,0,0,0,0,0,0,0,0,253,11,252,253,195,0,0,0,0,0,0,0,97,0,175,0,0,0,252,252,0,253,0,0,0,0,0,0,61,0,0,0,0,0,0,0,237,242,0,206,0,135,0,252,252,0,0,0,0,0,217,0,253,0,0,253,0,0,252,0,252,0
0,0,239,0,0,179,254,0,0,0,0,0,0,0,0,0,253,0,0,0,165,0,0,77,253,239,156,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,192,0,49,0,0,0,253,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,22,21,0,44,0,253,0,23,0,0,0,0,0,0,0,0,231,0,0,253,0,0,255,0,246,0
0,0,247,54,0,252,253,253,0,0,0,0,29,0,0,0,252,231,0,0,252,0,0,252,252,252,230,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,253,0,0,15,0,0,0,0,0,0,227,0,252,0,207,0,0,0,0,252,0,59,0,0,0,13,0,0,0,0,0,0,0,0,0,255,47,70,0,252,0,252,91,192,0,0,0,0,0,17,0,0,253,0,0,0,0,0,215,0,252,0
0,0,254,254,0,176,254,153,0,0,0,0,0,0,0,0,254,0,0,0,254,0,0,245,254,254,82,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,254,0,254,253,0,0,0,0,0,0,0,0,153,0,25,0,0,0,254,254,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,196,0,227,0,104,0,242,0,0,0,0,0,0,0,0,254,0,0,33,0,0,254,0,254,0
0,0,0,0,0,0,47,232,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,38,0,0,0,57,210,10,241,0,0,0,0,0,0,0,0,101,85,254,0,26,0,13,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,253,0,151,132,0,226,253,169,0,0,0,0,0,144,10,254,13,0,0,0,0,253,13,0,0
0,0,253,253,253,253,210,0,80,0,0,0,253,0,96,184,18,181,0,0,8,0,0,8,242,253,0,0,0,0,0,253,0,0,247,0,0,0,165,0,0,0,0,253,0,0,0,253,0,0,246,226,0,0,0,0,253,0,0,253,253,0,253,0,0,0,0,253,0,0,0,237,0,0,78,0,0,255,80,0,0,0,253,253,0,248,253,0,0,18,0,0,0,0,0,253,253,69,0,253,0,0,0,0,0,253,106,0
0,0,0,2,0,125,251,254,0,0,0,0,0,0,0,0,56,4,0,0,0,0,0,254,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,126,0,0,0,0,223,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,215,0,0,154,254,0,0,0,0,0,0,0,0,224,0,0,0,0,0,38,49,254,0
0,253,253,116,67,253,0,0,0,0,0,0,0,0,130,0,0,0,0,210,48,0,0,0,112,253,0,0,0,0,0,0,253,0,0,65,0,0,0,0,253,0,67,0,0,0,0,253,0,0,0,81,65,0,0,0,0,0,0,253,244,0,231,0,0,80,225,253,0,0,6,0,65,253,10,0,0,0,0,0,0,0,0,253,0,253,235,0,253,143,0,0,0,0,0,0,167,76,0,20,0,0,0,0,0,253,177,0
0,0,91,206,0,249,0,0,0,0,0,0,190,0,73,0,238,15,0,0,0,0,0,0,0,80,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,253,0,0,78,159,0,0,0,245,0,0,0,0,56,0,0,241,0,0,159,0,0,217,0,253,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,244,0,84,0,0,91,74,0,0,0,0,0,203,0,67,0,0,0,0,0,0,0,253,173,0
0,0,224,0,0,0,254,13,0,0,0,0,0,0,215,0,54,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,254,0,211,0,0,27,0,0,0,0,0,0,254,46,254,0,247,0,0,0,0,0,0,0,0,47,250,0,0,0,254,254,0,163,0,0,0,0,0,0,252,0,0,0,0,0,0,0,254,254,0,0,102,0,0,200,254,0,0,0,95,0,232,0,150,58,0,110,0,0,102,254,249,0
0,0,207,0,0,0,58,230,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,246,206,99,254,0,0,0,0,0,0,0,0,0,168,0,51,0,0,0,0,0,0,0,249,0,0,47,0,0,0,0,0,0,38,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,165,0,0,255,0,0,1
0,0,252,67,0,236,222,128,0,0,0,0,252,0,0,0,18,252,0,0,252,0,0,8,250,252,250,0,0,0,0,252,0,0,168,0,56,0,0,0,0,0,0,31,0,0,83,252,0,0,0,0,0,0,0,0,252,0,0,209,163,0,252,0,0,0,0,78,0,0,35,0,0,0,0,0,0,0,0,0,0,0,53,33,0,252,0,56,133,0,0,0,0,0,0,99,0,184,0,0,0,0,0,0,203,0,82,0
0,0,249,97,0,253,253,71,0,0,0,0,0,0,0,69,253,0,0,0,199,0,0,69,253,150,0,0,0,0,0,0,0,0,103,0,226,0,0,0,0,0,0,0,0,0,225,49,209,134,57,0,0,0,0,0,0,0,9,0,254,0,0,0,231,253,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,105,115,253,0,0,0,0,0,253,0,0,0,0,0,0,32,0,237,0,0,31,0,0,249,0,253,0
0,0,19,57,252,57,0,247,8,0,0,0,0,0,254,0,254,0,0,0,19,0,0,221,0,254,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,80,176,0,0,235,0,0,58,0,11,0,0,0,0,0,0,214,0,0,254,67,0,0,0,57,0,0,149,237,175,0,254,15,0,0,0,0,170,232,34,209,254,0,0,0,0,255,156,0,0
0,0,191,64,0,255,255,0,0,0,0,0,0,0,0,0,255,0,0,0,255,0,0,0,255,0,255,0,0,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,0,0,255,0,255,64,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,128,0,0,0,0,0,0,0,0,0,0,0,128,0,0,255,0,0,0,0,64,0,128,0,0,0,0,0,0,0,0,128,0,0,255,0,0,255,0,255,0
0,0,253,252,0,252,210,154,0,0,0,0,0,0,0,0,252,0,0,0,145,0,0,231,253,252,0,0,0,0,0,0,0,0,31,0,99,0,0,0,0,0,0,0,0,0,252,105,253,252,0,0,0,0,0,0,0,0,72,21,211,0,0,0,253,252,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,231,0,171,63,21,0,252,0,0,0,0,0,0,221,0,253,63,0,0,0,0,215,0,0,0
0,0,67,25,150,62,0,136,12,0,0,0,98,0,15,0,254,255,0,0,22,0,0,139,2,254,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,254,0,0,0,43,0,0,0,0,253,0,250,254,206,0,254,0,0,181,0,254,0,0,0,0,0,0,22,0,0,192,40,0,0,0,0,28,0,254,254,0,58,254,0,0,0,0,0,254,226,76,3,76,0,0,0,0,107,254,0,0
0,0,251,0,251,72,0,251,253,0,0,0,173,0,5,0,251,251,0,0,251,0,0,251,37,251,221,0,0,0,0,98,0,0,251,0,0,0,0,0,0,0,59,219,0,0,251,251,99,0,96,202,0,0,0,0,251,0,251,251,198,0,251,0,39,251,0,251,0,0,222,26,0,0,0,0,0,5,255,0,0,0,251,251,0,251,251,173,251,251,0,0,0,0,0,251,26,251,251,0,0,0,0,0,253,251,251,0
0,0,254,138,0,235,247,254,0,0,0,0,0,0,243,0,151,95,0,0,0,0,0,254,232,254,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,56,0,254,0,254,27,160,0,0,0,0,144,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,87,0,249,0,0,0,53,14,0,0,0,30,250,243,88,229,42,0,0,0,0,254,250,254,0
0,0,0,0,0,0,252,94,0,0,0,0,231,0,0,0,247,252,0,0,252,0,0,63,0,133,179,0,0,0,0,154,0,0,252,0,0,0,0,0,0,0,99,62,0,0,252,182,0,0,190,0,0,0,0,0,253,0,109,0,253,0,37,0,0,253,0,0,0,0,99,154,0,0,0,0,0,0,0,0,0,0,252,37,0,252,0,148,242,128,0,0,0,0,0,255,0,144,0,0,0,0,0,0,0,35,253,0
0,0,251,251,0,251,253,251,0,0,0,0,0,0,115,0,251,156,0,0,251,0,0,251,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,155,59,0,0,0,0,0,0,146,0,251,0,233,0,0,0,98,251,0,251,0,0,0,0,0,0,9,0,0,0,0,0,0,255,0,251,0,117,0,18,14,251,0,0,0,0,0,231,209,0,251,41,0,0,0,0,251,251,251,0
0,0,253,237,0,253,253,207,0,0,0,0,52,0,32,0,155,234,0,0,0,0,0,220,243,253,0,0,0,0,0,59,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,190,0,0,0,0,0,248,0,247,0,222,0,0,0,0,143,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,253,0,175,0,0,0,253,0,0,0,0,0,244,0,0,22,0,0,0,0,0,60,253,253,0
0,0,253,138,0,250,254,253,0,0,0,0,0,0,0,0,253,55,0,0,238,0,0,253,253,253,253,0,0,0,0,0,0,0,204,0,6,0,0,0,0,0,0,0,0,0,253,0,247,25,10,0,0,0,0,0,4,0,242,0,120,0,0,0,227,253,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,207,165,100,0,202,0,0,0,253,0,0,0,0,0,233,0,0,253,0,0,0,0,0,253,99,253,0
0,0,64,0,0,191,128,191,0,0,0,0,191,0,0,0,255,255,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,64,0,0,0,64,255,0,0,0,0,0,0,0,0,255,0,255,128,255,0,255,0,0,255,0,255,0,0,255,0,0,0,0,0,0,0,0,0,0,0,255,255,0,255,0,0,255,255,0,0,0,0,0,255,0,255,64,0,0,0,0,0,191,255,255,0
0,0,253,0,0,0,253,253,0,0,0,0,0,0,0,0,104,37,0,0,0,0,0,253,253,230,253,0,0,0,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,227,0,0,253,0,0,0,0,0,0,59,0,253,0,121,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,253,0,0,253,0,120,1
0,0,54,88,0,252,151,42,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,52,166,0,0,0,0,0,0,0,0,0,39,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,16,80,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,187,0,0,0,0,0,178,99,242,0
0,0,35,253,0,253,253,173,0,0,0,0,0,0,5,20,248,0,0,0,0,0,0,128,145,45,0,0,0,0,0,0,0,0,253,0,71,0,0,0,0,0,0,0,0,0,0,0,26,0,179,0,0,0,0,0,0,0,48,0,23,0,0,0,111,0,0,238,0,0,0,0,0,0,112,0,0,0,0,0,0,0,188,253,0,0,0,0,0,130,253,0,0,0,0,0,253,0,253,242,0,0,0,0,253,42,243,0
0,0,199,154,0,253,68,253,0,0,0,0,0,0,0,0,253,30,0,0,100,0,0,253,104,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,255,0,0,0,0,0,0,21,0,253,143,253,0,136,0,0,251,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,228,0,223,13,0,0,253,0,0,0,0,0,18,150,0,248,1,0,0,0,0,253,106,0,0
0,0,191,255,255,255,0,255,0,0,0,0,191,0,0,0,0,255,0,0,128,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,255,0,0,0,128,0,0,64,0,255,0,0,255,255,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255,64,0,0,0,0,0,0,255,255,0,0,128,0,0,0,0,0,255,64,255,0,255,0,0,0,0,0,128,0,0
0,0,209,0,0,0,121,237,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,187,234,150,254,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,186,0,57,153,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,254,0,0,218,0,0,1
0,0,7,0,57,0,252,0,0,0,0,0,0,0,252,28,0,0,0,0,0,0,0,0,213,0,197,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,113,107,164,0,252,0,0,0,0,0,0,0,0,191,253,0,0,0,253,0,0,224,0,0,0,78,0,0,177,0,0,165,13,0,0,0,253,90,0,0,253,0,0,0,0,0,0,0,0,28,0,0,9,0,0,0,0,0,0,252,10,0
0,0,252,0,0,0,211,42,0,0,0,0,0,0,0,3,88,133,0,0,0,0,0,70,210,232,78,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,18,0,0,0,254,0,0,239,0,0,0,0,0,0,32,0,155,0,81,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,31,0,175,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,223,40,208,1
0,0,253,251,0,241,253,253,0,0,0,0,64,0,107,0,253,175,0,0,0,0,0,253,253,253,0,0,0,0,0,67,0,0,254,0,0,0,0,0,0,0,0,0,0,0,78,55,0,0,229,0,0,0,0,0,240,0,253,0,237,0,0,0,0,253,0,253,0,0,0,0,0,0,107,0,0,0,0,0,0,0,253,253,0,253,0,0,96,248,213,0,0,0,0,163,0,0,220,0,0,0,0,0,216,238,253,0
0,0,128,191,0,255,0,0,0,0,0,0,191,0,128,0,255,255,0,0,0,0,0,64,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,64,128,0,0,0,191,0,0,0,0,255,0,255,0,255,0,128,0,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,0,64,255,0,0,0,0,0,64,0,255,0,0,0,0,0,0,128,255,128,0
0,0,19,254,0,203,238,0,0,0,0,0,0,0,12,0,254,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,254,0,245,0,0,0,0,0,0,0,0,0,0,0,212,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,254,3,0,190,0,0,0,51,0,0,56,0,0,0,0,0,0,0,247,199,0,0,0,4,0,192,254,0,0,0,0,0,247,0,7,49,0,78,0,0,140,0,254,0
0,11,45,253,254,253,253,186,0,0,0,0,253,0,253,253,253,253,0,0,5,0,0,245,37,233,177,0,0,0,0,253,106,0,0,89,0,0,60,89,7,3,180,253,0,0,194,253,0,91,139,253,0,0,0,0,253,0,253,253,253,89,253,0,0,253,0,253,0,0,253,253,0,0,220,0,0,0,0,0,0,96,20,253,0,253,254,0,253,215,106,0,0,0,50,253,7,253,99,0,0,0,0,0,253,253,253,0
0,0,252,0,0,0,1,84,0,0,0,0,0,0,0,108,93,0,0,0,109,0,0,128,253,189,169,0,0,0,0,0,0,0,0,0,255,0,108,0,0,0,53,0,0,0,109,0,255,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,252,0,253,73,0,0,0,0,0,0,0,0,0,253,0,0,253,0,0,253,0,0,1
0,0,0,162,252,203,0,92,152,0,0,0,233,0,50,0,252,252,0,0,102,0,0,82,0,253,0,0,0,0,0,102,0,0,20,0,0,0,0,0,0,0,0,183,0,0,183,233,0,0,0,212,0,0,0,0,254,0,254,253,0,0,252,0,0,253,0,252,0,0,82,0,0,0,20,0,0,51,214,0,0,0,0,213,0,254,252,0,0,151,0,0,0,0,0,253,21,254,0,0,0,0,0,0,254,254,0,0
0,0,253,0,0,0,254,253,0,0,0,0,249,0,0,0,240,253,0,0,253,0,0,228,253,253,253,0,0,0,0,132,0,0,226,0,81,0,0,0,0,0,0,59,0,0,253,94,0,0,38,0,0,0,0,0,253,0,161,0,253,0,94,0,0,180,0,80,0,0,0,40,0,0,0,0,0,0,0,0,0,185,253,94,0,253,0,231,86,0,0,0,0,0,0,240,0,0,193,0,0,0,0,0,204,163,253,0
