"p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p41","p42","p43","p44","p45","p46","p47","p48","p49","p50","p51","p52","p53","p54","p55","p56","p57","p58","p59","p60","p61","p62","p63","p64","p65","p66","p67","p68","p69","p70","p71","p72","p73","p74","p75","p76","p77","p78","p79","p80","p81","p82","p83","p84","p85","p86","p87","p88","p89","p90","p91","p92","p93","p94","p95","p96","p97","p98","p99","p100","p101","p102","p103","p104","p105","p106","p107","p108","p109","p110","p111","p112","p113","p114","p115","p116","p117","p118","p119","p120","p121","p122","p123","p124","p125","p126","p127","p128","p129","p130","p131","p132","p133","p134","p135","p136","p137","p138","p139","p140","p141","p142","p143","p144","p145","p146","p147","p148","p149","p150","class"
0,0,0,0,224,0,0,0,179,6,0,23,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,14,0,0,253,22,254,0,0,0,0,0,0,0,0,255,0,0,0,73,0,0,223,0,0,0,0,0,0,0,0,0,235,254,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,254,0,248,215,57,0,253,0,0,71,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,211,247,0,0,0,0,254,0,0,0,0,0,0,0,0,0,43,0,71,0,0,60,0,0,0,0,7,0,0,0,0,0,0,0,205,219,0
0,0,0,0,18,0,103,0,0,233,0,58,0,16,0,0,0,0,0,0,196,0,0,0,0,0,218,254,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,228,0,0,0,0,254,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,176,0,0,0,254,0,0,2,153,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,214,0
0,0,0,0,253,0,253,0,10,253,0,253,0,253,0,0,0,0,0,0,0,0,0,199,11,0,253,50,0,0,0,0,0,0,0,0,253,253,93,116,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,0,253,0,179,253,0,254,245,0,0,0,0,0,0,0,0,48,0,253,0,159,0,253,0,77,0,253,253,0,253,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,71,253,253,0,0,0,12,101,0,0,253,0,141,0,0,0,0,0,0,142,27,0,253,0,0,0,0,144,0,0,0,0,0,0,253,253,253,0
0,0,0,0,254,0,158,0,0,253,0,254,0,254,0,0,0,0,0,0,19,0,0,85,0,0,254,189,0,0,0,0,0,0,0,0,254,243,254,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,254,0,0,0,222,0,0,0,0,218,0,254,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,254,0,0,253,254,0,0,0,0,0,0,0,0,197,7,0,241,0,0,0,0,0,0,0,0,0,0,0,225,254,254,0
0,0,0,0,62,0,252,0,0,252,0,229,0,0,0,0,0,0,0,0,0,0,0,0,252,0,252,0,0,0,0,252,0,0,0,0,5,252,0,252,0,0,0,0,0,0,0,0,252,0,0,0,252,0,174,0,0,0,0,0,0,0,0,252,0,0,252,0,82,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0,252,0,0,0,0,0,0,252,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,252,248,0,0,0,0,0,252,0,252,0,252,0,0,0,0,0,0,0,252,0,152,252,0,0,0,252,0,0,0,0,0,0,164,0,252,0
0,0,0,0,0,0,238,0,23,254,0,228,0,238,0,0,0,0,0,0,234,0,0,155,0,0,254,254,0,0,0,59,0,0,0,0,254,0,205,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,211,0,0,0,168,218,0,0,0,252,0,254,0,0,0,0,239,0,0,0,0,0,0,0,254,0,254,0,239,0,254,42,254,0,0,254,0,254,0,0,0,0,202,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,230,0,254,0,0,0,254,0,0,254,118,0,0,0,0,0,0,0,0,254,0,254,87,0,0,0,0,0,0,0,0,0,0,0,254,254,254,0
0,0,0,0,253,0,253,0,28,253,0,254,0,253,0,0,0,0,0,0,0,0,0,0,0,0,253,15,0,0,0,253,0,0,0,0,204,253,253,0,0,0,0,0,0,0,0,0,253,0,0,0,46,0,0,0,0,0,0,0,0,0,0,221,0,191,180,0,254,38,0,0,0,0,0,0,0,0,0,0,253,0,195,0,253,0,40,0,99,253,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,59,143,253,0,0,0,244,118,45,0,253,0,9,0,0,0,0,0,0,174,253,0,253,118,0,0,0,0,0,0,0,0,0,0,254,0,253,0
0,0,0,0,0,0,0,0,0,0,0,254,0,243,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,212,72,0,0,0,221,31,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,254,0,0,0,0,254,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,92,0,0,0,0,38,0,254,0,0,0,0,91,0,96,0,0,64,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,135,246,0,0,0,0,0,0,0,0,0,66,0,0,195,0,0,0,0,0,0,0,0,0,0,0,187,250,92,1
0,0,0,0,218,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,221,239,210,234,0,0,0,214,0,0,0,0,0,0,0,0,40,0,47,0,0,0,0,0,87,0,0,249,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,238,0,0,0,0,163,0,0,0,0,0,0,251,48,140,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,253,0,0,0,0,0,0,0,0,0,14,106,88,202,0,0,0,0,0,0,0,0,253,0,0,0,4,0,120,0,0,0,0,0,0,0,0,202,0,0,179,0,0,253,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,253,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,201,0,0,0,0,0,0,253,0,0,0
0,0,0,0,253,0,0,0,0,0,0,253,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,253,253,0,0,0,0,255,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,253,0,20,253,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,194,0,0,0,253,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,253,0,0,0,0,253,0,0,0,0,0,0,170,0,253,1
0,0,0,0,191,0,0,0,191,0,0,0,0,255,0,0,0,0,0,0,0,0,0,191,0,0,128,64,0,0,0,0,0,0,0,0,255,64,255,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,128,0,0,191,0,0,0,0,0,0,0,0,0,0,64,0,255,0,255,0,191,0,0,255,0,255,0,0,0,0,0,0,255,0,0,191,0,0,0,191,0,64,0,0,0,0,0,64,255,64,0,0,0,255,255,0,0,191,0,0,0,0,0,0,0,0,191,255,64,255,128,0,0,0,0,0,0,0,0,0,0,255,255,0,0
0,0,0,0,222,0,107,0,180,229,0,13,0,253,0,0,0,0,0,0,3,0,0,0,0,0,253,253,0,0,0,253,0,0,0,0,253,38,242,42,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,253,13,0,0,0,253,0,253,5,0,0,0,13,0,0,0,0,0,0,0,133,0,253,0,253,0,253,0,253,0,9,253,0,253,0,0,0,0,145,0,19,0,0,0,0,0,0,18,0,0,0,0,240,0,0,190,51,253,0,0,0,253,235,223,253,253,0,0,0,0,0,0,0,0,253,45,129,253,0,0,0,0,0,0,0,18,0,0,0,253,179,186,0
0,0,0,0,162,0,252,0,0,252,0,178,0,252,0,0,0,0,0,0,0,0,0,37,0,0,252,189,0,0,0,0,0,0,0,0,252,79,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,174,0,191,95,0,30,0,0,0,0,0,0,0,0,0,45,0,235,0,120,0,253,0,70,0,45,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,252,0,0,0,252,0,0,89,128,0,0,0,0,0,0,0,0,252,0,0,252,0,0,0,0,0,0,0,0,0,0,0,252,253,168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,232,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,254,0,179,0,0,254,0,230,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,127,0,166,0,168,236,0,42,0,0,0,0,198,0,19,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,254,0,0,0,1,0,254,254,0,0,0,0,0,0,0,0,0,23,0,212,254,0,0,0,0,0,0,0,0,0,0,0,36,254,40,1
0,0,0,0,253,0,253,0,0,253,0,253,0,253,0,0,0,0,0,0,6,0,0,0,253,0,253,21,0,0,0,253,0,0,0,0,253,253,248,130,0,0,0,0,0,0,0,0,253,0,0,0,168,0,87,0,0,0,0,0,0,0,0,253,0,62,0,0,0,130,0,0,0,0,0,0,0,0,122,0,253,0,0,0,253,0,26,0,107,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,62,0,0,0,246,0,53,127,253,0,57,0,0,0,0,0,0,0,0,25,253,0,0,0,0,0,0,0,0,0,0,0,253,17,253,0
0,0,0,0,236,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,254,90,0,0,0,248,0,0,0,0,0,0,232,0,0,0,0,0,225,0,31,0,5,229,0,0,0,0,0,0,0,34,0,216,0,0,0,250,0,245,0,0,0,0,254,0,0,0,0,0,0,0,229,0,22,0,254,0,10,0,244,0,0,248,0,238,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,254,0,0,0,27,77,0,26,79,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,86,245,237,0
0,0,0,0,252,0,252,0,0,252,0,253,0,252,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,147,0,0,0,0,226,252,253,196,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,203,0,0,26,0,141,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,113,0,0,0,38,253,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,85,0,0,0,163,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,252,0,252,0
0,0,0,0,0,0,253,0,253,215,0,0,0,253,73,0,0,0,0,0,0,0,0,71,0,0,251,108,0,0,0,0,0,0,0,0,251,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,251,0,0,253,0,0,0,0,0,0,0,0,0,215,0,251,0,253,0,71,0,251,0,0,253,0,251,0,0,0,0,32,0,0,0,0,71,0,0,0,253,0,176,0,0,0,0,0,253,0,142,0,0,0,251,251,0,192,253,0,189,0,0,0,0,0,0,251,190,202,253,20,0,0,0,0,0,0,0,0,0,0,253,251,0,0
0,0,0,0,228,0,252,0,0,252,0,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,249,89,0,0,0,252,0,0,0,0,252,186,249,253,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,101,0,0,0,0,0,0,0,0,0,96,0,252,0,0,0,29,0,0,0,0,227,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,57,0,0,0,234,0,29,0,47,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,252,0,252,0
0,0,0,0,72,0,252,0,252,98,0,0,0,253,253,0,0,0,0,0,0,0,0,108,0,0,252,210,0,0,0,0,0,0,0,0,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,108,0,0,252,0,5,0,0,0,0,0,0,0,195,0,253,0,252,0,0,0,128,0,0,247,0,232,0,0,0,0,149,0,0,0,0,108,0,0,0,47,0,192,0,0,0,0,0,0,0,252,0,0,0,253,252,0,1,134,0,133,0,0,0,0,0,0,252,11,252,233,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0
0,0,0,0,253,0,251,0,182,251,0,253,0,221,0,0,0,0,0,0,0,0,0,251,0,0,251,0,0,0,0,0,0,0,72,0,107,251,109,180,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,251,0,0,0,0,0,0,0,253,0,27,202,0,42,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,211,173,0,0,105,251,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,21,0,236,0,0,0,16,0,0,0,220,0,230,0,0,0,0,174,0,0,20,0,253,0,0,0,0,0,0,0,0,0,0,0,251,251,251,0
0,0,0,0,19,0,165,0,0,209,0,12,0,0,0,0,0,0,0,0,246,0,0,0,0,0,160,54,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,253,0,84,0,0,0,0,0,0,0,0,0,1,0,184,253,0,0,0,0,0,253,0,0,0,0,253,0,0,0,0,0,0,0,64,0,0,0,209,0,253,0,188,0,0,218,0,253,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,253,0,0,253,253,0,0,0,0,0,0,0,0,88,29,159,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0
0,0,0,0,0,0,9,0,0,172,0,210,0,249,0,0,0,0,0,0,147,0,0,0,0,0,254,249,0,0,0,228,0,0,0,0,250,0,25,23,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,254,0,0,0,228,0,0,0,0,146,0,6,0,0,0,0,93,0,42,0,0,0,0,0,0,0,0,0,0,0,36,0,0,167,71,0,0,0,0,128,0,0,254,28,0,0,0,0,0,0,0,0,52,0,0,106,0,0,0,0,0,0,0,0,0,0,0,106,0,228,0
0,0,0,0,0,0,168,0,0,254,0,2,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,79,0,0,0,109,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,254,0,0,0,0,57,0,0,0,0,0,0,0,242,0,34,0,48,0,254,0,254,0,0,1,0,252,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,247,0,0,218,167,0,0,0,0,0,0,0,0,228,51,185,0,0,0,0,0,0,0,0,0,0,0,0,0,233,101,0
0,0,0,0,230,0,36,0,0,219,0,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,116,0,0,0,0,222,132,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,219,0,0,0,93,0,0,0,0,217,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0
0,0,0,0,34,0,254,0,2,254,0,0,0,1,0,0,0,0,0,0,231,0,0,156,0,0,59,254,0,0,0,0,0,0,0,0,21,0,250,0,0,0,0,0,135,0,0,0,0,5,0,0,0,0,0,1,0,0,0,163,0,0,0,0,0,254,0,0,0,0,173,0,0,0,0,0,0,0,254,0,117,0,197,0,183,43,254,0,0,106,0,254,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,254,94,0,78,245,0,0,0,0,0,0,0,0,120,121,88,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0
0,0,0,0,248,0,164,0,211,227,0,44,0,253,0,0,0,0,0,0,164,0,0,104,0,0,253,253,0,0,0,38,0,0,0,0,253,116,253,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,84,0,0,0,134,0,253,31,0,12,0,126,0,0,0,0,0,0,0,253,0,253,0,254,0,253,0,253,0,5,253,0,253,0,0,0,0,0,0,0,0,0,56,0,0,0,254,0,87,0,0,0,0,0,140,0,133,0,0,0,253,253,0,68,253,0,0,0,0,0,0,0,0,253,253,72,253,212,0,0,0,0,0,0,0,0,0,0,255,253,0,0
0,0,0,0,253,0,132,0,0,203,0,253,0,253,0,0,0,0,0,0,5,0,0,71,113,0,253,176,0,0,0,225,0,0,0,0,253,253,253,253,0,0,0,0,0,0,0,0,253,0,0,0,104,0,0,0,0,0,221,0,0,0,0,253,0,15,238,0,0,163,0,0,0,0,0,0,0,0,179,0,253,0,0,0,177,0,0,0,253,253,0,253,0,0,0,0,253,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,253,132,0,0,0,253,0,0,253,253,0,0,0,0,0,0,0,0,253,0,112,253,0,0,0,0,0,0,0,0,0,0,0,253,253,253,0
0,0,0,0,253,0,0,0,0,0,0,240,0,206,0,0,0,0,0,0,253,0,0,0,0,0,253,253,0,0,0,47,0,0,0,0,50,253,253,253,0,0,0,0,228,0,0,0,251,0,0,0,229,0,0,0,0,0,0,71,0,0,0,253,0,0,0,0,111,133,0,0,0,0,0,0,0,0,253,0,141,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,253,0,0,0,0,230,0,253,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,30,0,0,0,0,0,0,33,0,64,0
0,0,0,0,0,0,253,0,0,251,0,255,0,253,0,0,0,0,0,0,0,0,0,0,251,0,251,39,0,0,0,253,0,0,0,0,251,189,0,23,0,0,0,0,0,0,0,0,253,0,0,0,228,0,0,0,0,0,0,0,0,0,0,151,0,0,96,0,60,251,0,0,0,0,0,0,0,0,47,0,251,0,0,0,0,0,0,0,80,253,0,235,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,251,0,0,0,0,0,12,0,253,0,27,0,0,0,0,0,0,0,251,0,253,32,0,0,0,48,0,0,0,0,0,0,253,0,251,0
0,0,0,0,254,0,0,0,0,136,0,254,0,252,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,56,0,0,0,0,253,254,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,247,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,254,0,30,0,0,245,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,22,183,0,0,0,109,0,0,0,254,0,0,0,0,0,0,0,0,34,0,0,252,0,0,0,0,0,0,0,0,0,0,0,214,91,254,0
0,0,0,0,179,0,253,0,0,253,0,254,0,253,0,0,0,0,0,0,0,0,0,104,0,0,4,105,0,0,0,0,0,0,0,0,189,253,253,75,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,254,0,0,253,0,0,0,0,0,0,0,0,0,0,14,0,78,0,224,0,0,0,253,253,0,253,0,0,0,0,0,0,5,0,0,104,0,0,0,254,0,0,0,0,0,0,0,0,251,133,0,0,0,117,238,0,0,102,0,31,0,0,0,0,0,0,253,253,0,253,253,0,0,0,0,0,0,0,0,0,0,14,253,0,0
0,0,0,0,116,0,0,0,244,0,0,0,0,200,74,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,252,253,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,252,0,252,0,209,0,240,92,0,253,0,0,0,0,0,0,0,0,0,190,0,0,0,201,0,139,0,0,0,0,0,0,252,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,100,25,0,252,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0
0,0,0,0,0,0,0,0,0,62,0,255,0,0,0,0,0,0,0,0,71,0,0,0,0,0,244,124,0,0,0,0,0,0,0,0,0,0,49,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,150,30,0,0,0,161,0,0,0,0,0,0,113,0,0,0,0,0,0,0,218,0,12,0,0,0,62,0,0,0,0,186,0,216,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,165,0,0,150,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,101,0
0,0,0,0,0,0,169,0,0,107,0,156,0,34,0,0,0,0,0,0,0,0,0,254,164,0,133,0,0,0,0,0,0,0,86,0,0,169,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,242,193,0,0,0,0,0,0,0,162,0,0,254,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,238,254,0,0,0,0,0,0,0,0,252,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,254,223,0,0,0,0,0,0,0,233,0,52,0,0,0,0,119,0,0,254,0,140,194,0,0,0,0,0,0,0,0,0,0,66,232,254,0
0,0,0,0,2,0,14,0,0,200,0,98,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,253,0,0,0,0,0,0,0,0,242,0,0,0,194,0,235,0,0,0,0,0,0,0,0,253,0,0,255,0,248,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,60,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,173,0,0,0,0,0,0,255,0,240,1
0,0,0,0,254,0,251,0,114,253,0,251,0,254,0,0,0,0,0,0,56,0,0,253,0,0,251,251,0,0,0,0,0,0,0,0,251,253,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,85,0,0,138,28,0,0,0,0,0,0,0,226,0,254,0,253,0,254,0,224,0,57,253,0,251,0,0,0,0,0,0,0,0,0,251,0,0,0,253,0,86,0,0,0,0,0,0,254,253,0,0,0,254,251,0,0,251,0,254,0,0,0,0,0,0,253,254,0,253,253,0,0,0,0,0,0,0,0,0,0,254,254,114,0
0,0,0,0,76,0,196,0,0,252,0,255,0,112,0,0,0,0,0,0,0,0,0,25,0,0,223,0,0,0,0,0,0,0,0,0,167,252,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,13,114,0,253,129,0,0,0,0,0,0,0,0,0,0,43,0,26,0,189,0,4,0,111,253,0,200,0,0,0,0,0,0,0,0,0,127,0,0,0,141,0,0,0,0,0,0,0,0,196,252,0,0,0,0,67,0,0,253,0,252,0,0,0,0,0,0,0,252,0,253,214,0,0,0,0,0,0,0,0,0,0,253,84,252,0
0,0,0,0,253,0,253,0,0,253,0,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,253,238,0,0,0,62,0,0,0,0,241,253,253,0,0,0,0,0,43,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,247,0,0,0,253,0,0,0,0,0,0,0,0,245,0,253,0,45,0,253,0,87,0,0,253,0,253,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,253,0,0,0,131,122,0,0,253,0,0,0,0,0,0,0,0,145,142,0,169,0,0,0,0,0,0,0,0,0,0,0,226,199,214,0
0,0,0,0,128,0,252,0,0,252,0,252,0,252,0,0,0,0,0,0,92,0,0,0,0,0,252,159,0,0,0,88,0,0,0,0,226,118,249,74,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,179,0,0,0,0,0,0,0,0,0,0,0,0,252,0,252,0,25,0,252,0,68,0,0,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,252,0,0,0,252,0,0,139,252,0,23,0,0,0,0,0,0,0,0,36,147,0,0,0,0,0,0,0,0,0,0,0,0,14,252,0
0,0,0,0,237,0,254,0,0,254,0,254,0,254,0,0,0,0,0,0,0,0,0,187,12,0,254,38,0,0,0,0,0,0,0,0,198,248,29,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,25,0,0,236,0,0,0,0,0,0,0,0,0,0,32,0,0,0,117,0,0,0,0,151,0,254,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,162,254,0,0,0,0,25,0,0,254,0,242,0,0,0,0,0,0,228,254,0,178,254,0,0,0,0,0,0,0,0,0,0,219,254,237,0
0,0,0,0,253,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,66,0,0,0,0,253,253,253,253,0,0,0,255,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,32,0,0,253,0,15,180,0,0,0,0,0,0,0,0,0,0,0,7,0,90,0,0,0,247,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,114,0,0,0,247,0,253,0,0,0,0,0,0,0,0,0,0,227,0,0,252,0,0,0,0,37,0,0,0,0,0,0,253,107,253,1
0,0,0,0,41,0,30,0,0,234,0,233,0,20,0,0,0,0,0,0,0,0,0,0,10,0,253,0,0,0,0,252,0,0,0,0,20,203,0,41,0,0,0,0,0,0,0,0,252,0,0,0,253,0,0,0,0,0,0,0,0,0,0,132,0,0,213,0,62,233,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,254,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,253,0,0,0,0,0,0,254,0,253,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,142,0,0,0,0,0,0,253,0,253,0
